ZipCode,State,County,May5CovidRestrictionsRank,May19CovidRestrictionsRank,CovidRestrictionsCategorical,HitDateByState(June26),Population,NumericalRestriction,DateBeginRestrictions,CovidImpactCategorical,Covid.per.10.000,NumCovidCases(Mid/late June),AreaName,PVI,District,PVI#,NumSocSec65,PropSocSec65,LandSqMi,PopDensity,PopDensityCategorical,MedianAge,MedianHouseholdIncome,MedHouseIncomeCategorical,PercentPoverty,PercentWhite,RaceCategorical,Race,PercentBlack,PercentAsian,PercentHispanic,PercentAmericanIndians,TotalRace,HousingCategorical,RUCA2,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30
17331,PA,York,47,25,High,Early,51636,38,3/23/2020,Mid,24.60,127,Hanover,R+14,PA-11,-14,"10,140",0.1964,75.8,681.21,Mid,43,62130,Mid,7.3,90.6,White,White,1.9,0,4.9,0,97.4,Low,4.2,185048,185566,186488,187130,187564,188038,188522,189234,189865,190162,190146,190466,190411,190652
17402,PA,York,47,25,High,Early,37476,38,3/23/2020,Mid,45.90,172,York,R+6/R+14,PA-10/11,-10,"6,850",0.1828,19.2,1951.88,High,41.2,65184,Mid,7.2,77,Mostly White,White,8.1,0,7.8,0,92.9,Mid,1,205069,205701,206861,207775,208474,209249,210042,211236,212113,212694,212895,213552,213887,214722
17543,PA,Lancaster,47,25,High,Early,44216,38,3/23/2020,Mid,56.54,250,Lititz,R+14,PA-11,-14,"9,765",0.2208,69.3,638.04,Mid,43.5,73411,Mid,5.3,90.4,White,White,0,2.6,4.2,0,97.2,Mid,1,271090,272218,273342,274119,274932,275934,276382,276753,277090,278107,279714,281047,282152,283355
17776,PA,Lycoming,47,25,High,Early,306,38,3/23/2020,Very Low,1.00,1-4,Waterville,R+17,PA-12,-17,70,0.2288,87.5,3.50,Low,57.1,50000,Mid,8.7,98.8,White,White,0,0,0,0,98.8,Low,2,117715,117533,117346,117775,118008,118076,118022,118289,118737,118746,118942,118817,119285,119217
17846,PA,Columbia,47,25,High,Early,3853,38,3/23/2020,Mid,20.76,8,Millville,R+14,PA-09,-14,770,0.1998,46.4,83.04,Low,45.6,54082,Mid,10.9,96.7,White,White,0,1,0.9,0,98.6,Low,5,181351,181651,181992,182745,183556,184381,184825,185277,185879,186366,186811,187217,187962,188894
17872,PA,Northumberland,47,25,High,Early,9178,38,3/23/2020,Low,19.61,18,Shamokin,R+14/R+17,PA-09/12,-15.5,"1,710",0.1863,40.6,226.06,Mid,43,33860,Very Low,24.8,90.1,White,White,1.7,0,6.5,0,98.3,Very Low,4,28880,28989,29097,29160,29171,29188,29169,29156,29122,29087,29074,29072,29074,29008
18036,PA,Lehigh,47,25,High,Early,13558,38,3/23/2020,High,123.17,167,Coopersburg,D+1,PA-07,1,"2,585",0.1907,29.3,462.73,Mid,47.4,94590,Mid,4.4,93,White,White,0,0,3,0,96,Mid,1,304169,305578,307292,307703,308420,308852,309584,309561,311155,312873,314883,315909,316276,316498
18040,PA,Northampton,47,25,High,Early,16569,38,3/23/2020,Mid,62.77,104,Easton,R+1,PA-08,-1,"3,285",0.1983,16.9,980.41,Mid,44.8,86452,Mid,3.3,75.5,Mostly White,White,9,0,9.3,0,93.8,Mid,1,275765,275776,276343,277048,277996,278425,279099,279805,280323,280836,280972,282372,283787,285826
18102,PA,Lehigh,47,25,High,Early,49583,38,3/23/2020,High,232.94,1155,Allentown,D+1,PA-07,1,"4,075",0.0822,3,16527.67,High,29.4,32265,Very Low,34.5,20.9,Majority Hispanic,Hispanic,11.4,0,63.9,0,96.2,Low,1,98983,100609,101804,102567,103011,103442,104128,104785,105873,106893,108150,108914,109414,109531
18201,PA,Luzerne,47,25,High,Early,27182,38,3/23/2020,High,380.03,1033,Hazleton,R+1/R+14,PA-08/09,-7.5,"3,760",0.1383,21.5,1264.28,High,35.6,41167,Low,22.4,40.7,Majority Hispanic,Hispanic,3.4,0,54.8,0,98.9,Very Low,1,80890,81844,82861,84102,85329,86994,88604,90347,91738,93121,94494,96091,97600,99114
18901,PA,Bucks,47,25,High,Early,27469,38,3/23/2020,High,156.18,429,Doylestown,R+1,PA-01,-1,"5,840",0.2126,20.1,1366.62,High,45.1,98196,Mid,5.6,90.5,White,White,0,2.2,3.8,0,96.5,Mid,1,419130,419442,419728,421272,423100,424678,425941,427001,427440,429099,430007,430818,431571,434049
18940,PA,Bucks,47,25,High,Early,29039,38,3/23/2020,Mid,65.08,189,Newtown,R+1,PA-01,-1,"5,390",0.1856,32.7,888.04,Mid,46.8,123076,High,4,85.9,White,White,2.4,7.5,0,0,95.8,Mid,1,478691,478241,477950,478320,479359,480582,481672,482914,483179,484389,484523,484878,485263,487442
18944,PA,Bucks,47,25,High,Early,25710,38,3/23/2020,Mid,28.39,73,Perkasie,R+1,PA-01,-1,"3,670",0.1427,46.2,556.49,Mid,41.6,87333,Mid,4.8,92.6,White,White,3.3,2.1,0,0,98,Mid,1,335483,334680,334535,335214,336223,337151,337786,338591,339212,340567,341545,342694,343996,346423
18974,PA,Bucks,47,25,High,Early,41173,38,3/23/2020,Mid,65.82,271,Warminster,R+1,PA-01,-1,"10,060",0.2443,19.1,2155.65,High,47.1,78117,Mid,5.3,84.7,Mostly White,White,0,3.4,7.2,0,95.3,Mid,1,330053,330207,330299,331605,332810,334132,335087,336222,336688,337864,338446,339072,340138,342297
19002,PA,Montgomery,47,25,High,Early,32466,38,3/23/2020,Mid,98.87,321,Ambler,D+2,PA-06,2,"5,465",0.1683,20.8,1560.87,High,44.3,105522,High,5.9,79.5,Mostly White,White,6.2,7.9,0,0,93.6,Mid,1,434801,433049,431996,432031,432599,433061,433635,434314,436162,437196,436990,436911,438627,442640
19036,PA,Delaware,47,25,High,Early,12824,38,3/23/2020,Mid,73.30,94,Glenolden,D+13,PA-05,13,"1,810",0.1411,1.5,8549.33,High,41.1,56639,Mid,11.9,85.3,White,White,9.6,0,2.2,0,97.1,Low,1,141021,142019,143197,144183,145218,146355,147114,148002,148493,149407,150517,152208,153547,154926
19038,PA,Montgomery,47,25,High,Early,30940,38,3/23/2020,High,116.03,359,Glandside,D+2,PA-06,2,"4,775",0.1543,7.9,3916.46,High,41.2,92917,Mid,5,77.1,Mostly White,White,13.4,0,3.7,0,94.2,Mid,1,312217,311945,312064,312242,312862,313354,314361,315331,316949,317699,317414,316863,317522,320035
19047,PA,Bucks,47,25,High,Early,35476,38,3/23/2020,High,145.17,515,Langhorne,R+1,PA-01,-1,"6,695",0.1887,17.5,2027.20,High,42.5,93629,Mid,5.4,83.8,Mostly White,White,0,5.8,5,0,94.6,Mid,1,371321,371289,371569,372960,374379,375790,376601,377708,378138,379779,380670,381680,382963,385798
19067,PA,Bucks,47,25,High,Early,51590,38,3/23/2020,Mid,70.36,363,Morrisville,R+1,PA-01,-1,"8,375",0.1623,28.5,1810.18,High,43.3,106495,High,3.7,80.6,Mostly White,White,6.7,5,0,0,92.3,Mid,1,393277,392727,392440,392896,393548,394358,395011,395894,395991,397192,397960,399234,400577,403084
19335,PA,Chester,47,25,High,Early,48857,38,3/23/2020,Mid,55.06,269,Downington,D+2,PA-06,2,"6,345",0.1299,42.5,1149.58,High,40.1,107686,High,4,83.4,Mostly White,White,0,6.4,4.8,0,94.6,Mid,1,363605,364027,365962,367616,368613,369307,369971,370301,370665,370874,371607,373443,375104,375743
19464,PA,Montgomery,47,25,High,Early,46918,38,3/23/2020,Mid,54.14,254,Pottstown,D+7,PA-04,7,"6,710",0.1430,25.4,1847.17,High,38.4,59812,Mid,12.3,74.1,Mostly White,White,14.2,0,5.3,0,93.6,Low,2,171409,171551,171660,172052,172648,173304,174177,174921,176030,176618,176716,176476,176762,177939
19702,DE,New Castle,41,39,High,Mid,55192,41,3/22/2020,Mid,79.50,439?,Newark,D+6,DE-AL,6,"5,520",0.1000,28.3,1950.25,High,34,77164,Mid,8.6,44.5,No Majority,Mixed,29.3,0,12.6,0,86.4,Mid,1,245143,243967,243365,243226,243207,242993,242843,243127,243542,244189,244474,245795,248094,251124
19731,DE,New Castle,41,39,High,Mid,300,41,3/22/2020,,,,Port Penn,D+6,DE-AL,6,50,0.1667,1,300.00,Mid,30.2,40129,Low,53.7,93.3,White,White,0,0,0,0,93.3,Low,2,159028,161155,162419,161819,161115,159675,158707,158245,158467,158931,160067,161141,161961,162630
19807,DE,New Castle,41,39,High,Mid,7075,41,3/22/2020,Mid,59.30,42?,Wilmington,D+6,DE-AL,6,"1,995",0.2820,19.6,360.97,Mid,50.7,120547,High,2.6,84.9,Mostly White,White,0,10,2.2,0,97.1,High,1,782659,775979,770776,768464,766300,762995,759774,756474,754044,751581,748641,749014,754074,760455
19809,DE,New Castle,41,39,High,Mid,15065,41,3/22/2020,Mid,60.10,91?,Wilmington,D+6,DE-AL,6,"2,245",0.1490,7,2152.14,High,37.5,70604,Mid,15.1,63.8,Majority White,White,19.3,6.5,0,0,89.6,Mid,1,235108,234059,233536,233361,233193,232737,232202,231890,231735,231669,231538,232224,233712,235410
19936,DE,Kent,41,39,High,Mid,282,41,3/22/2020,,,,Chesworld,D+6,DE-AL,6,90,0.3191,0.2,1410.00,High,34.4,24600,Very Low,48.9,63.8,Majority White,White,8.5,0,23.8,0,96.1,Low,1,155413,156008,156680,157774,158020,157337,156718,156536,157595,159057,161248,162604,163713,164289
19970,DE,Sussex,41,39,High,Mid,8347,41,3/22/2020,,,,Ocean View,D+6,DE-AL,6,"3,415",0.4091,9.7,860.52,Mid,58.8,70330,Mid,8.3,92.7,White,White,0,0,3.8,0,96.5,Mid,7.4,333403,334705,334284,334613,334692,335219,336097,336838,337823,339171,340493,341574,343904,346936
19971,DE,Sussex,41,39,High,Mid,13216,41,3/22/2020,High,108.70,144?,Rehoboth Beach,D+6,DE-AL,6,"4,750",0.3594,16.5,800.97,Mid,59.1,76663,Mid,5.9,90.7,White,White,3.7,0,3.2,0,97.6,High,4,513195,514699,514382,515329,515631,516823,518016,518937,520642,521698,522747,520886,518514,517625
19973,DE,Sussex,41,39,High,Mid,25134,41,3/22/2020,High,251.50,632?,Seaford,D+6,DE-AL,6,"4,855",0.1932,78.7,319.36,Mid,42.3,52813,Mid,16.1,61.4,Majority White,White,23.7,0,10.7,0,95.8,Mid,4,195798,196593,196323,196114,195806,195662,196206,196895,197615,198066,198539,198538,198963,199615
20136,VA,Prince William,27,33,Mid,Mid,30635,35,3/17/2020,Mid,62.02,190,Bristow,R+8,VA-01,-8,NA,NA,14.7,2084.01,High,34.5,138496,High,2.5,59.3,Majority White,White,12.4,0,13.9,0,85.6,Mid,1,473963,474048,474850,477432,478779,480376,484088,487526,489741,490574,490877,492961,495056,497350
20147,VA,Loudoun,27,33,Mid,Mid,64197,35,3/17/2020,Mid,59.82,384,Ashburn,D+15,VA-11,15,NA,NA,19.9,3225.98,High,35.5,130507,High,4.2,57.3,Majority White,White,0,17.8,12.8,0,87.9,High,1,525777,527044,528158,529201,531876,534046,536732,537422,538666,539463,541040,543186,545467,547661
20148,VA,Loudoun,27,33,Mid,Mid,48110,35,3/17/2020,Mid,38.87,187,Ashburn,D+1,VA-10,1,NA,NA,16.3,2951.53,High,34.7,171343,Very High,2.1,43.9,No Majority,Mixed,7.7,35.4,0,0,87,High,1,625678,627241,628576,629818,633144,635850,639185,639924,641104,641711,643412,646013,648855,651413
20602,MD,Charles,40,30,High,Mid,26078,32,3/16/2020,High,100.08,261,Waldorf,D+16,MD-05,16,"2,215",0.0849,13.8,1889.71,High,35,78315,Mid,8.2,25.1,Majority Black,Black,59.6,0,6.2,0,90.9,Mid,2,272492,272845,272972,273269,273640,273974,273143,273111,273899,275504,276993,278203,279661,280808
20686,MD,Saint Marys,40,30,High,Mid,1471,32,3/16/2020,,,,Saint Marys City,D+16,MD-05,16,75,0.0510,1.1,1337.27,High,20.4,N/A,,N/A,76.7,Mostly White,White,11.1,4.8,0,0,92.6,Mid,4.2,376212,376160,376145,377260,379284,380326,379836,379250,379172,380885,381290,380966,379533,380314
20740,MD,Prince Georges,40,30,High,Mid,31848,32,3/16/2020,High,114.92,366,College Park,D+28,MD-04,28,"2,115",0.0664,8,3981.00,High,26.2,67163,Mid,22.7,43.11,No Majority,Mixed,19.7,0,17.7,0,80.51,Mid,1,333272,332950,332962,333832,335026,335836,335835,335838,337675,339179,341152,341910,343463,345475
20748,MD,Prince Georges,40,30,High,Mid,38011,32,3/16/2020,High,151.01,574,Temple Hills,D+28/D+16,MD-04/05,22,"4,865",0.1280,9.1,4177.03,High,39.9,68933,Mid,9.9,3.9,Black,Black,85.7,0,7.7,0,97.3,Mid,1,281166,281525,282108,283041,284157,285183,285873,285984,286821,287957,289813,291276,292700,293898
20774,MD,Prince Georges,40,30,High,Mid,44154,32,3/16/2020,High,115.73,511,Upper Marlboro,D+28/D+16,MD-04/05,22,"6,070",0.1375,34.7,1272.45,High,42.7,98366,Mid,5.8,3.7,Black,Black,88.4,0,3.1,0,95.2,Mid,1,343228,343479,343879,344552,345397,346179,346472,346391,346896,347502,348595,349656,350497,351310
20852,MD,Montgomery,40,30,High,Mid,46904,32,3/16/2020,Mid,80.38,377,Rockville,D+14,MD-08,14,"5,795",0.1236,8.3,5651.08,High,38.4,95572,Mid,7.2,52.3,Majority White,White,0,18.7,13.7,0,84.7,Mid,1,479934,481267,481704,482239,482692,483814,485062,485522,485034,485119,487256,489639,491175,491645
21043,MD,Howard,40,30,High,Mid,46932,32,3/16/2020,Mid,73.51,345,Ellicott City,D+11/D+13/D+26,MD-02/03/07,16.7,"4,870",0.1038,17,2760.71,High,37.8,118263,High,4.6,52.4,Majority White,White,12.2,27.7,0,0,92.3,Mid,1,479093,479707,479054,477718,477796,477725,477641,478232,478814,479763,480394,479935,479230,478076
21060,MD,Anne Arundel,40,30,High,Mid,34360,32,3/16/2020,High,105.36,362,Glan Burnie,D+11/D+13,NM-02/03,12,"4,425",0.1288,12.5,2748.80,High,38.7,72542,Mid,7.1,66.4,Majority White,White,17.1,0,7.8,0,91.3,Mid,1,281250,281270,280751,279928,280484,281260,281980,282198,282963,283387,284017,284215,284554,285431
21093,MD,Baltimore,40,30,High,Mid,37917,32,3/16/2020,Mid,51.16,194,Lutherville Timonium,D+11/D+13/D+26,MD-02/03/07,16.7,"8,345",0.2201,20.2,1877.08,High,46.6,95643,Mid,3.2,80.4,Mostly White,White,4.1,10.6,0,0,95.1,Mid,1,386593,386131,386376,386251,386135,385811,385112,385027,384318,383683,383490,384036,385177,386404
21104,MD,Carroll,40,30,High,Mid,5300,32,3/16/2020,Mid,28.30,15,Marriottsville,D+26/D+14,MD-07/08,20,"1,100",0.2075,17,311.76,Mid,47.8,147826,High,0.6,83,Mostly White,White,5,8.1,0,0,96.1,High,2,536016,536231,534990,532875,531647,530971,530649,530907,531212,532254,533167,533261,533037,533543
21117,MD,Baltimore,40,30,High,Mid,58673,32,3/16/2020,Mid,88.80,521,Owing Mills,D+11/D+13/D+26,MD-02/03/07,16.7,"6,270",0.1069,32.5,1805.32,High,36.5,83392,Mid,8.5,37.3,No Majority,Mixed,43.5,0,8.1,0,88.9,Mid,1,276229,276346,276779,277089,277041,277024,276799,277079,277079,277122,277405,278044,279128,280133
21146,MD,Anne Arundel,40,30,High,Mid,28006,32,3/16/2020,Mid,34.64,97,Severna Park,D+28,MD-04,28,"4,395",0.1569,10.2,2745.69,High,42.8,138797,High,3.7,88.3,Mostly White,White,3.4,0,3.1,0,94.8,High,1,530270,531001,531388,530816,531935,532857,534356,536091,538919,540785,541880,542245,543035,545043
21208,MD,Baltimore City,40,30,High,Mid,36441,32,3/16/2020,High,119.37,435,Pikesville,D+11/D+13/D+26,MD-02/03/07,16.7,"7,695",0.2112,12.3,2962.68,High,46.5,79800,Mid,8.9,50.9,Majority White,White,40.9,0,3.9,0,95.7,Mid,1,261275,261391,261864,262007,261639,261031,260050,259180,258229,257605,257962,258629,259214,259309
21220,MD,Baltimore,40,30,High,Mid,40211,32,3/16/2020,Mid,97.24,391,Middle River,D+11,MD-02,11,"5,450",0.1355,21.6,1861.62,High,37.9,62681,Mid,11.8,68.7,Majority White,White,20.6,0,3.8,0,93.1,Mid,1,226867,227237,228096,228574,228758,228900,228899,229217,229287,229539,229904,230611,231510,232341
21222,MD,Baltimore,40,30,High,Mid,54873,32,3/16/2020,High,109.71,602,Dundalk,D+11,MD-02,11,"8,045",0.1466,11,4988.45,High,38.8,52339,Mid,14.9,73.9,Mostly White,White,12.6,0,6.4,0,92.9,Low,1,148792,148694,149123,149336,148957,148680,148344,148455,148483,148579,148933,149512,150166,150660
21224,MD,Baltimore City,40,30,High,Mid,50433,32,3/16/2020,High,230.01,1160,Baltimore,D+11/D+13/D+26,MD-02/03/07,16.7,"4,185",0.0830,9.5,5308.74,High,33.1,69615,Mid,18.1,57.3,Majority White,White,16.1,0,19.4,0,92.8,Low,1,185709,185266,185105,185046,184104,183083,182505,182735,183200,182858,182617,182192,182003,181362
21234,MD,Baltimore,40,30,High,Mid,68938,32,3/16/2020,Mid,82.54,569,Parkville,R+14/D+11/D+13,MD-01/02/03,5,"10,325",0.1498,13,5302.92,High,40,64510,Mid,8.2,61.1,Majority White,White,27.6,5,0,0,93.7,Mid,1,216045,215651,215449,215205,214683,214365,213923,213711,213354,213046,213291,213659,214355,214851
21244,MD,Baltimore,40,30,High,Mid,35724,32,3/16/2020,High,130.44,466,Windsor Mill,D+11/D+26,MD-02/07,18.5,"3,755",0.1051,13.4,2665.97,High,35.6,68874,Mid,9.2,11.6,Mostly Black,Black,73.6,9.4,0,0,94.6,Mid,1,224853,225397,225869,225963,225935,225878,225606,225734,225941,225959,226541,226906,227302,227131
21640,MD,Caroline,40,30,High,Mid,1440,32,3/16/2020,High,173.61,25,Henderson,R+14,MD-01,-14,200,0.1389,27.7,51.99,Low,41.5,54635,Mid,9.5,81.7,Mostly White,White,4.7,0,13.6,0,100,Mid,3,245969,247018,247731,248441,249171,249710,249370,248667,248301,248717,249104,248898,248431,248287
21664,MD,Dorchester,40,30,High,Mid,439,32,3/16/2020,,,,Secretary,R+14,MD-01,-14,115,0.2620,0.4,1097.50,High,44.7,46538,Low,3.2,80,Mostly White,White,0,0,11.2,0,91.2,Low,5,122545,123198,123843,124427,125269,125838,126359,127257,128376,129367,129749,129830,130069,130284
21677,MD,Dorchester,40,30,High,Mid,353,32,3/16/2020,,,,Woolford,R+14,MD-01,-14,130,0.3683,9.3,37.96,Low,58.2,76250,Mid,4.8,98,White,White,0,2,0,0,100,Mid,5,330022,330954,331791,331821,332102,332802,332654,332924,332419,332775,332517,332038,331042,330454
21784,MD,Carroll,40,30,High,Mid,38390,32,3/16/2020,Mid,71.11,273,Sykesville,R+14/D+26,MD-01/07,6,"5,495",0.1431,57.5,667.65,Mid,42.2,109734,High,3.3,88.1,White,White,3.4,0,3.5,0,95,Mid,2,407451,407427,407037,406555,406087,405885,405539,405628,405294,406205,406482,407139,407757,409183
22027,VA,Fairfax,27,33,Mid,Mid,2124,35,3/17/2020,High,258.95,55,Dunn Loring,D+15,VA-11,15,275,0.1295,0.6,3540.00,High,46.1,250001,Very High,0,57.5,Majority White,White,0,32.3,8.8,0,98.6,High,1,974746,973623,974144,973927,976331,978037,980877,984134,986948,988587,988664,991284,993751,999258
22066,VA,Fairfax,27,33,Mid,Mid,18332,35,3/17/2020,Mid,41.46,76,Great Falls,D+1,VA-10,1,"2,630",0.1435,27,678.96,Mid,47,223434,Very High,2.9,70.2,Mostly White,White,0,19.2,4.9,0,94.3,High,1,1126758,1125008,1123616,1121117,1121497,1123498,1126572,1129594,1130628,1130767,1131092,1135180,1138744,1144955
22079,VA,Fairfax,27,33,Mid,Mid,35592,35,3/17/2020,Mid,85.97,306,Larton,D+21/D+1/D+15,VA-08/10/11,12.3,"2,655",0.0746,29.2,1218.90,High,35.9,113097,High,4.7,40.5,No Majority,Mixed,21.5,18.8,0,0,80.8,High,1,497682,498019,498927,499890,501949,504617,507532,510698,512588,513773,514318,516547,518593,522054
22101,VA,Fairfax,27,33,Mid,Mid,29296,35,3/17/2020,Mid,43.69,128,Mc Lean,D+21/D+1,VA-08/10,11,"4,975",0.1698,13.6,2154.12,High,46.3,195631,Very High,2.8,73.5,Mostly White,White,0,16.7,4.8,0,95,High,1,1134573,1136310,1139936,1142933,1148461,1153626,1155587,1158179,1159183,1161463,1161913,1165643,1166861,1170646
22180,VA,Fairfax,27,33,Mid,Mid,24438,35,3/17/2020,Mid,89.21,218,Vienna,D+15,VA-11,15,"2,645",0.1082,5.8,4213.45,High,39.2,147324,High,3.8,64.8,Majority White,White,0,17.2,8.4,0,90.4,High,1,738646,739656,740850,742171,745033,748279,750252,753227,753815,754847,754661,756867,758041,761155
22406,VA,Stafford,27,33,Mid,Mid,25928,35,3/17/2020,Mid,44.35,115,Frederickburg,R+8,VA-01,-8,"3,840",0.1481,72.6,357.13,Mid,38.8,98427,Mid,4.7,63.3,Majority White,White,18.1,0,12,0,93.4,Mid,2,361852,362930,363648,364583,365828,368064,369850,371853,372039,372786,372728,373689,374637,375801
22652,VA,Shenandoah,27,33,Mid,Mid,1339,35,3/17/2020,Mid,52.28,7,Fort Valley,R+13,VA-06,-13,355,0.2651,70.3,19.05,Low,53.7,62875,Mid,4.5,96,White,White,0,0,2.3,0,98.3,Mid,10.6,219672,220616,221411,222395,223236,224037,224503,224954,225232,225586,225975,226260,226691,227013
23032,VA,Middlesex,27,33,Mid,Mid,304,35,3/17/2020,Very Low,0.00,0,Church View,R+8,VA-01,-8,65,0.2138,17,17.88,Low,46.1,NA,,NA,73,Mostly White,White,8.2,0,0,0,81.2,Low,10,165442,166618,167212,167436,168123,168684,169194,169896,170171,169928,169412,168934,168518,168401
23059,VA,Henrico,27,33,Mid,Mid,35124,35,3/17/2020,Mid,27.33,96,Glen Allen,R+8/R+6,VA-01/07,-7,"4,345",0.1237,45.9,765.23,Mid,40.6,109288,High,3.3,64.3,Majority White,White,10.1,19.4,0,0,93.8,Mid,1,422856,423828,424296,425456,426121,426671,426292,426374,425705,425807,426849,428850,432096,434355
23063,VA,Goochland,27,33,Mid,Mid,4621,35,3/17/2020,High,127.68,59,Goochland,R+6,VA-07,-6,900,0.1948,100.3,46.07,Low,46.7,67083,Mid,4.8,62.8,Majority White,White,32,0,2.9,0,97.7,Mid,2,220193,221061,221865,222777,224077,225142,225632,225580,225482,225722,225831,226075,226427,226839
23112,VA,Chesterfield,27,33,Mid,Mid,53162,35,3/17/2020,Mid,32.92,175,Midlothian,D+10,VA-04,10,"7,165",0.1348,32.4,1640.80,High,38.3,95056,Mid,2.7,73.3,Mostly White,White,14.9,4.5,0,0,92.7,Mid,1,277511,278226,278847,279694,280314,281022,281430,282093,282874,284273,285270,286136,287002,288215
23223,VA,Richmond City,27,33,Mid,Mid,51334,35,3/17/2020,Mid,75.00,385,Richmond,D+16,VA-03,16,"5,995",0.1168,16.9,3037.51,High,34.5,40507,Low,25.6,17.3,Mostly Black,Black,76.4,0,0,0,93.7,Low,1,173204,174313,175318,176462,177381,178357,178819,179760,180429,181252,182266,183457,184698,185477
23322,VA,Chesapeake City,27,33,Mid,Mid,65603,35,3/17/2020,Low,19.51,128,Chesapeake,D+10,VA-04,10,"8,255",0.1258,150.8,435.03,Mid,39.9,101165,High,5.3,77.5,Mostly White,White,12.1,0,4.4,0,94,Mid,1,361504,362197,363059,363526,364603,365313,365423,365580,366292,367986,369508,370543,371408,372467
23690,VA,York,27,33,Mid,Mid,3806,35,3/17/2020,Very Low,0.00,0,Yorktown,R+8,VA-01,-8,415,0.1090,7.6,500.79,Mid,29.1,49509,Low,11.3,55.4,Majority White,White,20.2,0,13.8,0,89.4,Mid,1,255037,255563,256318,256829,256947,257209,257760,258069,258882,259505,261456,263881,266483,268152
23693,VA,York,27,33,Mid,Mid,24882,35,3/17/2020,Low,8.84,22,Yorktown,R+8,VA-01,-8,"2,940",0.1182,13.5,1843.11,High,39.6,103333,High,2.2,68.5,Majority White,White,13.3,9.7,0,0,91.5,Mid,1,359704,360051,360509,360454,359857,359234,359076,359062,359758,359843,359607,359499,359380,360134
23805,VA,Petersburg City,27,33,Mid,Mid,19410,35,3/17/2020,Mid,54.10,105,Petersburg,D+16/D+10,VA-03/04,13,"3,560",0.1834,73.3,264.80,Mid,41.1,51748,Mid,14.2,32.5,Majority Black,Black,60.3,0,3.2,0,96,Low,1,140604,141187,141718,142408,143127,143799,144062,144231,144282,144539,144789,145073,145519,145905
23830,VA,Dinwiddie,27,33,Mid,Mid,1331,35,3/17/2020,Mid,52.59,7,Carson,D+10,VA-04,10,290,0.2179,46.5,28.62,Low,36.3,88167,Mid,3.3,47.4,No Majority,Mixed,44.5,0,0,0,91.9,Mid,2,201851,202602,203387,204236,205002,205654,205926,206113,206236,206412,206530,206766,207148,207598
23834,VA,Colonial Heights City,27,33,Mid,Mid,24824,35,3/17/2020,Mid,75.33,187,Colonial Heights,D+10,VA-04,10,"4,420",0.1781,22.6,1098.41,High,39.9,57253,Mid,13.5,67.1,Majority White,White,19.6,0,6.9,0,93.6,Low,1,176358,176918,177579,178398,179117,179773,180006,180231,180436,180867,181294,181727,182309,182907
24072,VA,Floyd,27,33,Mid,Mid,1067,35,3/17/2020,Very Low,1.00,1-4,Check,R+19,VA-09,-19,245,0.2296,27.8,38.38,Low,46,75434,Mid,2,89,White,White,0,0,2.6,0,91.6,Low,10.4,161330,162051,162465,163259,164214,164659,164174,163570,163594,164050,164470,164496,165024,165643
24133,VA,Patrick,27,33,Mid,Mid,2401,35,3/17/2020,Mid,20.82,5,Patrick Springs,R+19,VA-09,-19,610,0.2541,43.3,55.45,Low,45.4,44364,Low,12.6,95.9,White,White,2.4,0,0,0,98.3,Very Low,10.2,89526,89852,90113,90555,91070,91317,91245,90903,90824,90989,91276,91483,91355,91089
24153,VA,Salem City,27,33,Mid,Mid,38125,35,3/17/2020,Mid,23.61,90,Salem,R+19,VA-09,-19,"7,575",0.1987,105,363.10,Mid,42.8,61511,Mid,8.8,88.2,White,White,5.6,0,2.4,0,96.2,Low,1,187330,187829,188564,189369,190209,190813,191064,191098,191092,191338,191665,192152,192708,193389
24343,VA,Carroll,27,33,Mid,Mid,9791,35,3/17/2020,Mid,91.92,90,Hillsville,R+19,VA-09,-19,"2,130",0.2175,132.5,73.89,Low,47,43528,Low,15.2,95.8,White,White,0,0,2.6,0,98.4,Low,10,107882,108099,108218,108527,109233,109786,109844,109416,109012,108820,108619,108397,108407,108372
24558,VA,Halifax,27,33,Mid,Mid,6037,35,3/17/2020,Low,13.25,8,Halifax,R+6,VA-05,-6,"1,575",0.2609,93.8,64.36,Low,50.7,37542,Very Low,16.9,57.1,Majority White,White,38.3,0,2.6,0,98,Low,8,107811,108260,108415,108349,108268,108337,108132,107906,107519,107287,107037,106919,106994,107077
29044,SC,Richland,17,19,Low,Late,5852,72,3/23/2020,Mid,42.72,25,Eastover,R+12/D+19,SC-02/06,3.5,"1,000",0.1709,137.8,42.47,Low,36.7,40593,Low,18.5,29.7,Majority Black,Black,67.5,0,2.2,0,99.4,Very Low,2,96480,96842,97315,97064,97506,97627,97773,97401,97325,97439,98126,98794,98876,99108
29169,SC,Lexington,17,19,Low,Late,24170,72,3/23/2020,Mid,91.02,220,West Columbia,R+12,SC-02,-12,"3,875",0.1603,12,2014.17,High,39.7,43085,Low,18.2,60.1,Majority White,White,19,0,15.9,0,95,Low,1,141517,142395,143096,143908,144437,144907,145543,146171,146862,147478,148268,148930,149583,150043
